date,user,type,ioc,tags,context
2026-07-12,threatfox,DOMAIN,hksv.bahigo90bet.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,buip.bahigo90bet.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,rnjaeyqy.jadoobet.info,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoobet.info,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,bjmd.bahsegel90.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,bwch.bahsegel90.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,vefzvud7.jadoou.bond,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.bond,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,81ro1qyb.radioshartbandi.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,p2cl2uyk.radioshartbandi.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,proxyharbor.topm,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,micfybfh.jadoobet.ink,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,mdzt.behtarin-site-shartbandi-football.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,fnrok367.jadoobet.blog,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoobet.ink,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,doqr.behtarin-site-shartbandi-football.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoobet.blog,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ruuupkia.jadoobet.pro,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,prmznhyt.jadoobet.pro,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,winopenhaus4.zexorcloudsync.garden,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,xywz.betraca.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,caeb.betraca.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ichnwcqh.jadoobet.live,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,enzccxnn.jadoobet.live,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,kokkpxut.jadoobet.vip,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoobet.vip,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ceranet.goliath.st,"elf.aisuru, domain",n/a
2026-07-12,threatfox,DOMAIN,5748.reformuk.st,"elf.aisuru, domain",n/a
2026-07-12,threatfox,DOMAIN,s.goliath.st,"elf.aisuru, domain",n/a
2026-07-12,threatfox,DOMAIN,hardload.su,"elf.aisuru, domain",n/a
2026-07-12,threatfox,DOMAIN,u.idsource.su,"elf.aisuru, domain",n/a
2026-07-12,threatfox,DOMAIN,qzl7oi7a.zaribbala.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,a1.ishano456.sbs,"apk.badbox, domain",n/a
2026-07-12,threatfox,DOMAIN,t1.ishano456.sbs,"apk.badbox, domain",n/a
2026-07-12,threatfox,DOMAIN,a1.xmsae.sbs,"apk.badbox, domain",n/a
2026-07-12,threatfox,DOMAIN,t1.xmsae.sbs,"apk.badbox, domain",n/a
2026-07-12,threatfox,DOMAIN,a1.xshaon123.sbs,"apk.badbox, domain",n/a
2026-07-12,threatfox,DOMAIN,t1.xshaon123.sbs,"apk.badbox, domain",n/a
2026-07-12,threatfox,DOMAIN,update.norwayeast.cloudapp.azure.com,"js.ether_rat, domain",n/a
2026-07-12,threatfox,DOMAIN,tklovers.com,"js.ether_rat, domain",n/a
2026-07-12,threatfox,DOMAIN,i-like-ele-phants-verification.live,"unknown, domain",n/a
2026-07-12,threatfox,DOMAIN,fb-api.raydianpainting.com,"js.fakeupdates, domain",n/a
2026-07-12,threatfox,DOMAIN,inoxarreda.it,"unknown, domain",n/a
2026-07-12,threatfox,DOMAIN,tecnoibrid.com,"unknown, domain",n/a
2026-07-12,threatfox,DOMAIN,plzm.onjabet1.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,uohs.onjabet1.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,xmgonqda.jadoobet.xyz,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoobet.xyz,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,gog.tb88tank.top,"win.vidar, domain",n/a
2026-07-12,threatfox,DOMAIN,tetz.site-shartbandi-khareji.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,htro.site-shartbandi-khareji.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,acthwqwn.behtarin-site-shartbandi.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ihosymvc.behtarin-site-shartbandi.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,9h5e0vbd.jadoou.club,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.club,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,omwf.jadoou.art,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.art,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,mjbpgp3k.jadoou.cfd,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.cfd,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,fibvhxte.bekabet.casino,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ondgegtt.bekabet.casino,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,tgjg.jadoou.autos,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.autos,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,rgklgdmw.jadoobet.click,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoobet.click,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,owhzzucu.jadoou.cyou,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,zbplgmhe.bet90forward.win,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,uynxgugn.jadoou.cyou,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,epsqvddd.bet90forward.win,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,elng.jadoou.baby,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.baby,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,peiry.casinomilyon.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,casinomilyon.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,wubbueiu.betpublic.casino,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,iifoqkzw.betpublic.casino,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,xxaz.jadoou.beauty,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.beauty,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,imagehubguest.info,"unknown_loader, domain",n/a
2026-07-12,threatfox,DOMAIN,voltix-net.biz,"unknown, domain",n/a
2026-07-12,threatfox,DOMAIN,arcanemods.top,"unknown, domain",n/a
2026-07-12,threatfox,DOMAIN,qfjwyksn.jadoobet.info,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,tdyx2uq8.jadoobet.info,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,zduyoblb.betropol.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,kantnxrl.betropol.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ltvz.jadoou.biz,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.biz,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,kyqwfrjr.betturkey.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,rddj.jadoou.boats,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,sknbnyhz.betturkey.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,nsuoqcej.betturkey.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,lrduhdmx.betturkey.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,llar.jadoou.boats,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.boats,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ap9nqrjc.jadoou.christmas,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.christmas,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,xuqbplvg.site-shartbandi-khareji.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,m8tjzg79.site-shartbandi-khareji.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,shadowcape.online,"unknown_rat, domain",n/a
2026-07-12,threatfox,DOMAIN,ljqk.bahigo.casino,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jdpn.bahigo.casino,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,qqjbcfkl.fileboroo.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,sefikhvg.fileboroo.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,tl9afxug.bahsegel90.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,tcxc.behtarin-site-shartbandi.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,qevb.behtarin-site-shartbandi.com,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,qcilezmw.jadoobet.club,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ggagehbk.jadoobet.xyz,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,azffnyvq.zaribbala.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,5awlkzgo.zaribbala.bet,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,aujh.jadoobet.blog,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,fggcvmnq.jadoobet.forum,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,dudqylyo.jadoou.art,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,snvd.jadoobet.ink,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,xave.jadoobet.ink,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,lwqeujgc.jadoobet.xyz,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ufdrepkt.jadoou.autos,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,olptz5o4.jadoou.beauty,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jkvw.jadoobet.live,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,ayoz.jadoobet.live,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,validateinfo.cloud,"unknown_loader, domain",n/a
2026-07-12,threatfox,DOMAIN,sjzcjaqs.jadoou.bond,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,mypwk0n2.jadoou.click,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jadoou.click,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,jidm.jadoobet.pro,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,thfn.jadoobet.pro,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,launchato.closer1ook.garden,"js.clearfake, domain",n/a
2026-07-12,threatfox,DOMAIN,fdmyrhjq.jadoobet.vip,"js.clearfake, domain",n/a
2026-07-11,tweetfeed,URL,http://178.16.52.101,n/a,https://x.com/wbmmfq/status/2076048935261712698
2026-07-11,tweetfeed,URL,http://Progressive936.onmicrosoft.com,n/a,https://x.com/skocherhan/status/2076057641827094772
2026-07-11,tweetfeed,URL,http://seconds.australiaeast.cloudapp.azure.com,n/a,https://x.com/skocherhan/status/2076057641827094772
2026-07-11,tweetfeed,URL,http://フォールバックC2としてnecropatia.com,n/a,https://x.com/skocherhan/status/2076057641827094772
2026-07-11,tweetfeed,URL,https://bafkreigwgslapdzbhvzbi3mmay6rduitw34qnt2y6dpzs3at34uhpirrbm.ipfs.inbrowser.link,phishing,https://x.com/PhishStats/status/2076063208071180307
2026-07-11,tweetfeed,URL,http://masgravr.online/Update2.zip,malware,https://x.com/Malwarehunterr/status/2076063563630928369
2026-07-11,tweetfeed,URL,http://masgravr.online,malware,https://x.com/Malwarehunterr/status/2076063563630928369
2026-07-11,tweetfeed,URL,http://masgravr.shop,malware,https://x.com/Malwarehunterr/status/2076063563630928369
2026-07-11,tweetfeed,URL,http://23.94.19.230,malware,https://x.com/Malwarehunterr/status/2076063563630928369
2026-07-11,tweetfeed,URL,https://docs.google.com/document/u/0/export?format=txt&id=10QZ2elUt6Y8G9EyVK2PE_5vVtCNvuQ9NkI27anIlFbE,malware,https://x.com/skocherhan/status/2076064283679506658
2026-07-11,tweetfeed,URL,http://masgravr.online/gets2.ps1,malware,https://x.com/skocherhan/status/2076064283679506658
2026-07-11,tweetfeed,URL,http://masgravr.online/HomeGoogle.cmd,malware,https://x.com/skocherhan/status/2076064283679506658
2026-07-11,tweetfeed,URL,http://masgravr.online/Update2.zipFilename,malware,https://x.com/skocherhan/status/2076064283679506658
2026-07-11,tweetfeed,URL,http://payloadmasgravr.online,malware,https://x.com/skocherhan/status/2076064283679506658
2026-07-11,tweetfeed,URL,http://2026-07-08masgravr.shop,malware,https://x.com/skocherhan/status/2076064283679506658
2026-07-11,tweetfeed,URL,http://aassdd.pro,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-11,tweetfeed,URL,http://afusesindicato.shop,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-11,tweetfeed,URL,http://camargopapelaria.shop,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-11,tweetfeed,URL,http://carrociniconsultoria.shop,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-11,tweetfeed,URL,http://importadorapontes.shop,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-11,tweetfeed,URL,http://newkget.com,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-11,tweetfeed,URL,http://preximportadora.shop,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-11,tweetfeed,URL,http://zambellicalcados.shop,malware,https://x.com/skocherhan/status/2076067866189701183
2026-07-12,tweetfeed,URL,https://jennyvernardo.com/Update/Release/app/,"malware, phishing",https://x.com/masaomi346/status/2076083950125260882
2026-07-12,tweetfeed,URL,http://nexus2025.kozow.com,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://amarres25.dynuddns.net,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://andresrosado218.kozow.com,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://nuevos.kozow.com,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://duck12.dynuddns.net,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://dios123.kozow.com,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://dadadsaqdsasd.dynuddns.com,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://nuevos2025.dynuddns.com,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,tweetfeed,URL,http://192.159.99.188:1234,n/a,https://x.com/skocherhan/status/2076084937027940412
2026-07-12,threatfox,HASH_SHA256,5BEA5AF5215089D97749D438351D7288310D0B8A472616EDBE1B34168AD1001C,"win.latrodectus, sha256_hash",n/a
2026-07-12,tweetfeed,URL,https://publication-saving-reef-delete.trycloudflare.com,opendir,https://x.com/smica83/status/2076217732970729748
2026-07-12,tweetfeed,URL,https://pub-5f8c8eaff71b48eb97dfe35290b55d11.r2.dev/PorProfiler4.msi,n/a,https://x.com/smica83/status/2076219098476732847
2026-07-12,tweetfeed,URL,http://196.251.107.6,n/a,https://x.com/smica83/status/2076219098476732847
2026-07-12,tweetfeed,URL,https://ms.982483.vg/ZA2A_DONE.ps1,n/a,https://x.com/smica83/status/2076220123195625785
2026-07-12,tweetfeed,URL,http://95.181.173.101,n/a,https://x.com/smica83/status/2076220123195625785
2026-07-12,tweetfeed,URL,https://xn--igb2a4cg0ab.online,phishing,https://x.com/Malwarehunterr/status/2076222594517496265
2026-07-12,tweetfeed,URL,http://27.124.6.203:7865/down/Serdea3bE89b,n/a,https://x.com/smica83/status/2076251289336287591
2026-07-12,tweetfeed,URL,http://91.92.35.230/szch0807/commercelogic.ps1,n/a,https://x.com/smica83/status/2076253109446213877
2026-07-12,tweetfeed,URL,http://91.92.35.230/szch0807/decisiontired.ps1,n/a,https://x.com/smica83/status/2076253109446213877
2026-07-12,tweetfeed,URL,http://134.122.128.135,n/a,https://x.com/skocherhan/status/2076254620179988749
2026-07-12,tweetfeed,URL,http://fawary-nfc-1.site,phishing,https://x.com/Malwarehunterr/status/2076259089072742845
2026-07-12,tweetfeed,URL,http://134.122.128.66:6666,n/a,https://x.com/skocherhan/status/2076263289164632467
2026-07-12,tweetfeed,URL,http://134.122.128.154,n/a,https://x.com/skocherhan/status/2076264830743277762
2026-07-12,tweetfeed,URL,http://202.95.8.27:6666,n/a,https://x.com/skocherhan/status/2076264830743277762
2026-07-12,tweetfeed,URL,http://pat-re-on.site,phishing,https://x.com/Malwarehunterr/status/2076269554972700946
2026-07-12,tweetfeed,URL,http://log.brunaecass.com,phishing,https://x.com/Malwarehunterr/status/2076269554972700946
2026-07-12,tweetfeed,URL,http://log.brunaecass.com/9730502/index,phishing,https://x.com/Malwarehunterr/status/2076269554972700946
2026-07-12,tweetfeed,URL,http://log.brunaecass.com/9730502/HubStream,phishing,https://x.com/Malwarehunterr/status/2076269554972700946
2026-07-12,tweetfeed,URL,http://log.brunaecass.com/9730502/window,phishing,https://x.com/Malwarehunterr/status/2076269554972700946
2026-07-12,tweetfeed,URL,http://log.brunaecass.com/9730502/intercepts.js,phishing,https://x.com/Malwarehunterr/status/2076269554972700946
2026-07-12,tweetfeed,URL,http://aoo.com.mx,AsyncRAT,https://x.com/skocherhan/status/2076269433652146413
2026-07-12,tweetfeed,URL,http://172.67.168.74:443,AsyncRAT,https://x.com/skocherhan/status/2076269433652146413
2026-07-12,tweetfeed,URL,http://172.67.168.74:80,AsyncRAT,https://x.com/skocherhan/status/2076269433652146413
2026-07-12,tweetfeed,URL,http://172.67.168.74:8443,AsyncRAT,https://x.com/skocherhan/status/2076269433652146413
2026-07-12,tweetfeed,URL,http://172.67.168.74:8080,AsyncRAT,https://x.com/skocherhan/status/2076269433652146413
2026-07-12,tweetfeed,URL,http://104.21.26.137:8443,AsyncRAT,https://x.com/skocherhan/status/2076269433652146413
2026-07-12,tweetfeed,URL,http://104.21.26.137:443,AsyncRAT,https://x.com/skocherhan/status/2076269433652146413
2026-07-12,tweetfeed,URL,http://setmore.online,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://referlza.online,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://vagaro-online.site,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://vagarodas.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://vagaro.online,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://eventbritesdashboardd.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://newsletter.vagaro.online,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://tlcketleap.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://grub-hub.store,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://eventbritee.store,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://lumaevents.online,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://zohooenterprise.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://omnisened.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://ns2.theleaguechampions.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://ns1.theleaguechampions.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://prestigeloscabo.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://eveentbrite.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://appfoliolebro.site,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://appfoliolebro.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://server.theleaguechampions.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://poshvipaccess.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://appfoliosdahboard.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://theleaguechampions.com,phishing,https://x.com/skocherhan/status/2076270427035296011
2026-07-12,tweetfeed,URL,http://cakhiaqq.io,AsyncRAT,https://x.com/skocherhan/status/2076271561015783925
2026-07-12,tweetfeed,URL,http://104.21.15.79:443,AsyncRAT,https://x.com/skocherhan/status/2076271561015783925
2026-07-12,tweetfeed,URL,http://172.67.161.244:443,AsyncRAT,https://x.com/skocherhan/status/2076271561015783925
2026-07-12,tweetfeed,URL,http://dagatructiep.ph,AsyncRAT,https://x.com/skocherhan/status/2076273050387939552
2026-07-12,tweetfeed,URL,http://104.26.2.58,AsyncRAT,https://x.com/skocherhan/status/2076273050387939552
